,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Alength,Clength,pair,label
396,Strawberries,Organic Avocado,0.035803903345724905,0.047560408921933084,0.00262546468401487,0.07332900713822194,1.5418077514553357,0.0009226163998908255,1.0278077099799028,1,1,"Organic Avocado, Strawberries",Organic Avocado---Strawberries
1211,Pure Irish Butter,Bag of Organic Bananas,0.008573420074349442,0.11273234200743494,0.001486988847583643,0.1734417344173442,1.5385268444605307,0.0005204871235886735,1.0734484124565786,1,1,"Bag of Organic Bananas, Pure Irish Butter",Bag of Organic Bananas---Pure Irish Butter
1210,Bag of Organic Bananas,Pure Irish Butter,0.11273234200743494,0.008573420074349442,0.001486988847583643,0.013190436933223413,1.5385268444605305,0.0005204871235886735,1.0046787313699366,1,1,"Bag of Organic Bananas, Pure Irish Butter",Bag of Organic Bananas---Pure Irish Butter
1032,Grape White/Green Seedless,Bag of Organic Bananas,0.009247211895910781,0.11273234200743494,0.0016031598513011152,0.17336683417085424,1.5378624366680889,0.0005606999972360802,1.0733511485745924,1,1,"Bag of Organic Bananas, Grape White/Green Seedless",Bag of Organic Bananas---Grape White/Green Seedless
1033,Bag of Organic Bananas,Grape White/Green Seedless,0.11273234200743494,0.009247211895910781,0.0016031598513011152,0.014220939818631493,1.5378624366680889,0.0005606999972360802,1.005045479381359,1,1,"Bag of Organic Bananas, Grape White/Green Seedless",Bag of Organic Bananas---Grape White/Green Seedless
2424,Banana,Chicken & Maple Breakfast Sausage,0.14114776951672864,0.0048327137546468404,0.001045539033457249,0.007407407407407406,1.5327635327635323,0.0003634122662760325,1.0025939077844976,1,1,"Banana, Chicken & Maple Breakfast Sausage",Banana---Chicken & Maple Breakfast Sausage
2425,Chicken & Maple Breakfast Sausage,Banana,0.0048327137546468404,0.14114776951672864,0.001045539033457249,0.2163461538461538,1.5327635327635323,0.0003634122662760325,1.0959586744817202,1,1,"Banana, Chicken & Maple Breakfast Sausage",Banana---Chicken & Maple Breakfast Sausage
1588,Organic Strawberries,Red Vine Tomato,0.07144516728624535,0.011686802973977695,0.0012778810408921933,0.01788617886178862,1.5304595193069228,0.00044291544737496726,1.006312278428814,1,1,"Organic Strawberries, Red Vine Tomato",Organic Strawberries---Red Vine Tomato
1589,Red Vine Tomato,Organic Strawberries,0.011686802973977695,0.07144516728624535,0.0012778810408921933,0.10934393638170974,1.5304595193069226,0.00044291544737496726,1.0425515197656663,1,1,"Organic Strawberries, Red Vine Tomato",Organic Strawberries---Red Vine Tomato
1489,Total Greek Strained Yogurt,Banana,0.006133828996282528,0.14114776951672864,0.0013243494423791822,0.2159090909090909,1.5296670407781519,0.0004585731609568689,1.095347772210549,1,1,"Banana, Total Greek Strained Yogurt",Banana---Total Greek Strained Yogurt
1488,Banana,Total Greek Strained Yogurt,0.14114776951672864,0.006133828996282528,0.0013243494423791822,0.009382716049382716,1.5296670407781519,0.0004585731609568689,1.0032796591637725,1,1,"Banana, Total Greek Strained Yogurt",Banana---Total Greek Strained Yogurt
582,Grated Parmesan,Banana,0.01029275092936803,0.14114776951672864,0.0022072490706319704,0.2144469525959368,1.5193081217661102,0.0007544502347604373,1.0933090175404863,1,1,"Banana, Grated Parmesan",Banana---Grated Parmesan
586,Organic Bartlett Pear,Banana,0.01029275092936803,0.14114776951672864,0.0022072490706319704,0.2144469525959368,1.5193081217661102,0.0007544502347604373,1.0933090175404863,1,1,"Banana, Organic Bartlett Pear",Banana---Organic Bartlett Pear
587,Banana,Organic Bartlett Pear,0.14114776951672864,0.01029275092936803,0.0022072490706319704,0.015637860082304528,1.5193081217661102,0.0007544502347604373,1.0054300230943294,1,1,"Banana, Organic Bartlett Pear",Banana---Organic Bartlett Pear
583,Banana,Grated Parmesan,0.14114776951672864,0.01029275092936803,0.0022072490706319704,0.015637860082304528,1.5193081217661102,0.0007544502347604373,1.0054300230943294,1,1,"Banana, Grated Parmesan",Banana---Grated Parmesan
602,Bag of Organic Bananas,Organic Peeled Whole Baby Carrots,0.11273234200743494,0.01275557620817844,0.0021840148698884757,0.019373454245671887,1.5188223510632386,0.0007460488902862037,1.006748622160134,1,1,"Bag of Organic Bananas, Organic Peeled Whole Baby Carrots",Bag of Organic Bananas---Organic Peeled Whole Baby Carrots
603,Organic Peeled Whole Baby Carrots,Bag of Organic Bananas,0.01275557620817844,0.11273234200743494,0.0021840148698884757,0.17122040072859743,1.5188223510632386,0.0007460488902862037,1.0705713060174027,1,1,"Bag of Organic Bananas, Organic Peeled Whole Baby Carrots",Bag of Organic Bananas---Organic Peeled Whole Baby Carrots
2028,Organic Garbanzo Beans,Banana,0.005320631970260223,0.14114776951672864,0.0011384758364312267,0.21397379912663755,1.515955936528474,0.000387480501409599,1.0926508932259396,1,1,"Banana, Organic Garbanzo Beans",Banana---Organic Garbanzo Beans
2029,Banana,Organic Garbanzo Beans,0.14114776951672864,0.005320631970260223,0.0011384758364312267,0.008065843621399177,1.515955936528474,0.000387480501409599,1.0027675341488,1,1,"Banana, Organic Garbanzo Beans",Banana---Organic Garbanzo Beans
157,Organic Half & Half,Bag of Organic Bananas,0.02204925650557621,0.11273234200743494,0.0037639405204460967,0.17070600632244468,1.514259380073788,0.0012782761950498197,1.0699072521409712,1,1,"Bag of Organic Bananas, Organic Half & Half",Bag of Organic Bananas---Organic Half & Half
156,Bag of Organic Bananas,Organic Half & Half,0.11273234200743494,0.02204925650557621,0.0037639405204460967,0.03338829348722176,1.5142593800737878,0.0012782761950498197,1.0117307052100093,1,1,"Bag of Organic Bananas, Organic Half & Half",Bag of Organic Bananas---Organic Half & Half
2536,Bag of Organic Bananas,"Organic Red Radish, Bunch",0.11273234200743494,0.005994423791821561,0.0010223048327137546,0.009068425391591096,1.5128101893569024,0.0003465393996766214,1.0031021330619971,1,1,"Bag of Organic Bananas, Organic Red Radish, Bunch","Bag of Organic Bananas---Organic Red Radish, Bunch"
2537,"Organic Red Radish, Bunch",Bag of Organic Bananas,0.005994423791821561,0.11273234200743494,0.0010223048327137546,0.17054263565891473,1.5128101893569024,0.0003465393996766214,1.0696965222527186,1,1,"Bag of Organic Bananas, Organic Red Radish, Bunch","Bag of Organic Bananas---Organic Red Radish, Bunch"
1620,Organic Hass Avocado,Organic Blackberries,0.06022304832713755,0.01407992565055762,0.0012778810408921933,0.021219135802469136,1.5070488530334516,0.0004299449979961582,1.0072939821496865,1,1,"Organic Blackberries, Organic Hass Avocado",Organic Blackberries---Organic Hass Avocado
1621,Organic Blackberries,Organic Hass Avocado,0.01407992565055762,0.06022304832713755,0.0012778810408921933,0.09075907590759076,1.5070488530334516,0.0004299449979961582,1.033584088409718,1,1,"Organic Blackberries, Organic Hass Avocado",Organic Blackberries---Organic Hass Avocado
1889,Organic Extra Firm Tofu,Bag of Organic Bananas,0.006993494423791821,0.11273234200743494,0.0011849442379182156,0.16943521594684385,1.5029867465688704,0.0003965512327082268,1.0682702602230483,1,1,"Bag of Organic Bananas, Organic Extra Firm Tofu",Bag of Organic Bananas---Organic Extra Firm Tofu
1888,Bag of Organic Bananas,Organic Extra Firm Tofu,0.11273234200743494,0.006993494423791821,0.0011849442379182156,0.010511129431162407,1.5029867465688704,0.0003965512327082268,1.003555002094514,1,1,"Bag of Organic Bananas, Organic Extra Firm Tofu",Bag of Organic Bananas---Organic Extra Firm Tofu
1541,Organic Strawberries,Small Hass Avocado,0.07144516728624535,0.01212825278810409,0.0013011152416356876,0.018211382113821138,1.5015668317602715,0.0004346101922997193,1.0061959664380853,1,1,"Organic Strawberries, Small Hass Avocado",Organic Strawberries---Small Hass Avocado
1540,Small Hass Avocado,Organic Strawberries,0.01212825278810409,0.07144516728624535,0.0013011152416356876,0.10727969348659003,1.5015668317602715,0.0004346101922997193,1.0401408211943775,1,1,"Organic Strawberries, Small Hass Avocado",Organic Strawberries---Small Hass Avocado
779,Sparkling Water Grapefruit,Organic Hass Avocado,0.02058550185873606,0.06022304832713755,0.0018587360594795538,0.09029345372460496,1.4993172254270823,0.0006190143862025122,1.0330550610200449,1,1,"Organic Hass Avocado, Sparkling Water Grapefruit",Organic Hass Avocado---Sparkling Water Grapefruit
778,Organic Hass Avocado,Sparkling Water Grapefruit,0.06022304832713755,0.02058550185873606,0.0018587360594795538,0.030864197530864196,1.4993172254270823,0.0006190143862025122,1.0106060426680559,1,1,"Organic Hass Avocado, Sparkling Water Grapefruit",Organic Hass Avocado---Sparkling Water Grapefruit
2220,Organic Blueberries,Limes,0.022351301115241636,0.03264405204460966,0.0010920074349442378,0.04885654885654885,1.4966447421963436,0.00036237039807354785,1.0170452698722248,1,1,"Limes, Organic Blueberries",Limes---Organic Blueberries
2221,Limes,Organic Blueberries,0.03264405204460966,0.022351301115241636,0.0010920074349442378,0.03345195729537367,1.4966447421963436,0.00036237039807354785,1.0114848467843045,1,1,"Limes, Organic Blueberries",Limes---Organic Blueberries
2327,Organic Small Bunch Celery,Organic Avocado,0.015032527881040892,0.047560408921933084,0.0010687732342007435,0.07109737248840804,1.4948856433322337,0.0003538200610480784,1.0253384616098324,1,1,"Organic Avocado, Organic Small Bunch Celery",Organic Avocado---Organic Small Bunch Celery
2326,Organic Avocado,Organic Small Bunch Celery,0.047560408921933084,0.015032527881040892,0.0010687732342007435,0.02247191011235955,1.4948856433322335,0.0003538200610480784,1.0076104025124983,1,1,"Organic Avocado, Organic Small Bunch Celery",Organic Avocado---Organic Small Bunch Celery
147,Half & Half,Banana,0.018285315985130113,0.14114776951672864,0.0038568773234200745,0.21092757306226173,1.4943741143374065,0.0012759457572103752,1.088432697891038,1,1,"Banana, Half & Half",Banana---Half & Half
146,Banana,Half & Half,0.14114776951672864,0.018285315985130113,0.0038568773234200745,0.027325102880658435,1.4943741143374065,0.0012759457572103752,1.0092937392774302,1,1,"Banana, Half & Half",Banana---Half & Half
1459,Organic Whole Milk,Organic Fuji Apple,0.0399860594795539,0.022606877323420073,0.0013475836431226765,0.0337013364323068,1.490755930160827,0.0004436237018214232,1.0114813975504475,1,1,"Organic Fuji Apple, Organic Whole Milk",Organic Fuji Apple---Organic Whole Milk
1458,Organic Fuji Apple,Organic Whole Milk,0.022606877323420073,0.0399860594795539,0.0013475836431226765,0.05960945529290853,1.490755930160827,0.0004436237018214232,1.0208672831982448,1,1,"Organic Fuji Apple, Organic Whole Milk",Organic Fuji Apple---Organic Whole Milk
134,Organic Whole Milk,Organic Baby Spinach,0.0399860594795539,0.06754182156133828,0.004019516728624536,0.10052295177222546,1.4883067919768092,0.0013187854343154467,1.0366670058739902,1,1,"Organic Baby Spinach, Organic Whole Milk",Organic Baby Spinach---Organic Whole Milk
135,Organic Baby Spinach,Organic Whole Milk,0.06754182156133828,0.0399860594795539,0.004019516728624536,0.05951152390780875,1.4883067919768092,0.0013187854343154467,1.020760982111535,1,1,"Organic Baby Spinach, Organic Whole Milk",Organic Baby Spinach---Organic Whole Milk
105,Banana,Sparkling Water Grapefruit,0.14114776951672864,0.02058550185873606,0.004321561338289963,0.03061728395061728,1.4873226876236656,0.0014159636665468964,1.010348629004615,1,1,"Banana, Sparkling Water Grapefruit",Banana---Sparkling Water Grapefruit
104,Sparkling Water Grapefruit,Banana,0.02058550185873606,0.14114776951672864,0.004321561338289963,0.20993227990970653,1.4873226876236656,0.0014159636665468964,1.0870615374402548,1,1,"Banana, Sparkling Water Grapefruit",Banana---Sparkling Water Grapefruit
2482,Trilogy Kombucha Drink,Banana,0.004879182156133829,0.14114776951672864,0.0010223048327137546,0.20952380952380953,1.4844287673917302,0.00033361915430964184,1.086499809647512,1,1,"Banana, Trilogy Kombucha Drink",Banana---Trilogy Kombucha Drink
2483,Banana,Trilogy Kombucha Drink,0.14114776951672864,0.004879182156133829,0.0010223048327137546,0.007242798353909464,1.4844287673917302,0.00033361915430964184,1.002380860288756,1,1,"Banana, Trilogy Kombucha Drink",Banana---Trilogy Kombucha Drink
9,Organic Baby Spinach,Banana,0.06754182156133828,0.14114776951672864,0.014149628252788104,0.20949432404540766,1.484219869450921,0.004616250790308316,1.086459283731449,1,1,"Banana, Organic Baby Spinach",Banana---Organic Baby Spinach
8,Banana,Organic Baby Spinach,0.14114776951672864,0.06754182156133828,0.014149628252788104,0.1002469135802469,1.4842198694509208,0.004616250790308316,1.0363489634128924,1,1,"Banana, Organic Baby Spinach",Banana---Organic Baby Spinach
217,Banana,Carrots,0.14114776951672864,0.016426579925650556,0.003438661710037175,0.024362139917695473,1.4830926478891275,0.0011200865927433286,1.0081337146873077,1,1,"Banana, Carrots",Banana---Carrots
216,Carrots,Banana,0.016426579925650556,0.14114776951672864,0.003438661710037175,0.20933521923620935,1.4830926478891275,0.0011200865927433286,1.086240656443064,1,1,"Banana, Carrots",Banana---Carrots
1265,Organic Baby Spinach,Yellow Onions,0.06754182156133828,0.014381970260223049,0.0014405204460966542,0.021327829377364983,1.4829560200352,0.00046913597708019515,1.0070972275759338,1,1,"Organic Baby Spinach, Yellow Onions",Organic Baby Spinach---Yellow Onions
1264,Yellow Onions,Organic Baby Spinach,0.014381970260223049,0.06754182156133828,0.0014405204460966542,0.10016155088852988,1.4829560200351999,0.00046913597708019515,1.0362506507244733,1,1,"Organic Baby Spinach, Yellow Onions",Organic Baby Spinach---Yellow Onions
183,Banana,Organic Baby Carrots,0.14114776951672864,0.01721654275092937,0.0036013011152416356,0.025514403292181066,1.481970199319127,0.001171224507158552,1.0085151187142067,1,1,"Banana, Organic Baby Carrots",Banana---Organic Baby Carrots
182,Organic Baby Carrots,Banana,0.01721654275092937,0.14114776951672864,0.0036013011152416356,0.20917678812415652,1.4819701993191268,0.001171224507158552,1.0860230423005188,1,1,"Banana, Organic Baby Carrots",Banana---Organic Baby Carrots
1169,Banana,Organic Whole Strawberries,0.14114776951672864,0.0072258364312267655,0.0015102230483271376,0.010699588477366255,1.4807404760959604,0.0004903123531667612,1.0035113217438099,1,1,"Banana, Organic Whole Strawberries",Banana---Organic Whole Strawberries
1168,Organic Whole Strawberries,Banana,0.0072258364312267655,0.14114776951672864,0.0015102230483271376,0.20900321543408362,1.4807404760959602,0.0004903123531667612,1.0857847304077128,1,1,"Banana, Organic Whole Strawberries",Banana---Organic Whole Strawberries
2059,Blueberries,Organic Baby Spinach,0.011198884758364312,0.06754182156133828,0.0011152416356877324,0.09958506224066391,1.474420735754446,0.00035884855965229905,1.0355871935655183,1,1,"Blueberries, Organic Baby Spinach",Blueberries---Organic Baby Spinach
2058,Organic Baby Spinach,Blueberries,0.06754182156133828,0.011198884758364312,0.0011152416356877324,0.01651186790505676,1.474420735754446,0.00035884855965229905,1.005402183283468,1,1,"Blueberries, Organic Baby Spinach",Blueberries---Organic Baby Spinach
1331,Organic Avocado,Organic Large Extra Fancy Fuji Apple,0.047560408921933084,0.020236988847583643,0.00141728624535316,0.029799706888128972,1.4725366067337209,0.0004548067804134825,1.0098564369733114,1,1,"Organic Avocado, Organic Large Extra Fancy Fuji Apple",Organic Avocado---Organic Large Extra Fancy Fuji Apple
1330,Organic Large Extra Fancy Fuji Apple,Organic Avocado,0.020236988847583643,0.047560408921933084,0.00141728624535316,0.07003444316877153,1.4725366067337209,0.0004548067804134825,1.0241665232456745,1,1,"Organic Avocado, Organic Large Extra Fancy Fuji Apple",Organic Avocado---Organic Large Extra Fancy Fuji Apple
850,"Organic Raspberries, Organic Strawberries",Banana,0.00850371747211896,0.14114776951672864,0.0017657992565055763,0.20765027322404372,1.4711551867593153,0.0005655185027155511,1.0839307460581975,2,1,"Banana, Organic Raspberries, Organic Strawberries","Banana---Organic Raspberries, Organic Strawberries"
855,Banana,"Organic Raspberries, Organic Strawberries",0.14114776951672864,0.00850371747211896,0.0017657992565055763,0.01251028806584362,1.4711551867593153,0.0005655185027155511,1.0040573289476376,1,2,"Banana, Organic Raspberries, Organic Strawberries","Banana---Organic Raspberries, Organic Strawberries"
2027,Sparkling Water Grapefruit,Organic Raspberries,0.02058550185873606,0.037616171003717475,0.0011384758364312267,0.05530474040632054,1.4702384355083606,0.0003641280783156671,1.0187241009446908,1,1,"Organic Raspberries, Sparkling Water Grapefruit",Organic Raspberries---Sparkling Water Grapefruit
2026,Organic Raspberries,Sparkling Water Grapefruit,0.037616171003717475,0.02058550185873606,0.0011384758364312267,0.030265596046942553,1.4702384355083604,0.0003641280783156671,1.00998221177752,1,1,"Organic Raspberries, Sparkling Water Grapefruit",Organic Raspberries---Sparkling Water Grapefruit
